viewer_uid,age,sex,age_class
10035104,34,female,2
10030892,25,female,1
10156307,43,male,3
10005678,23,female,1
10004736,34,female,2
10051273,31,female,2
11022361,39,male,2
10119442,30,male,1
10136129,48,female,3
10097708,32,female,2
10135184,32,male,2
10828099,51,male,3
10026275,32,female,2
10186756,43,male,3
10675151,23,male,1
10176608,32,male,2
10423202,39,male,2
10014096,35,female,2
10058423,28,female,1
10012098,26,female,1
10085850,31,female,2
10012970,27,male,1
10003432,52,male,3
10149595,37,male,2
10026683,33,female,2
10739871,23,female,1
10475522,39,male,2
10161496,32,male,2
10728300,25,male,1
10818302,21,female,1
10213861,46,female,3
10081278,38,male,2
10740403,22,female,1
10007041,44,female,3
10678507,30,male,1
10029218,34,male,2
10155276,33,male,2
10046270,36,female,2
10899259,33,male,2
10139205,40,male,2
10313176,42,female,3
10614546,19,male,0
10484120,34,male,2
10078666,25,female,1
10095046,31,male,2
10045656,25,male,1
10677981,32,female,2
10352192,29,male,1
10345993,30,female,1
10594615,40,male,2
10251253,48,female,3
10041714,23,female,1
10156681,53,female,3
10087399,24,female,1
10732748,39,female,2
10060844,22,male,1
10632583,40,female,2
10087572,44,female,3
10056097,36,female,2
10188710,53,male,3
10522990,24,male,1
10592664,37,male,2
10286459,38,male,2
10131884,36,male,2
10087047,24,male,1
10131949,37,male,2
10277116,28,male,1
10001565,38,male,2
10106859,22,male,1
10049477,33,female,2
10191137,32,male,2
10767674,37,male,2
10059240,29,female,1
10022372,33,female,2
10076594,25,female,1
10187340,14,male,0
10056160,28,female,1
10845487,19,male,0
10189086,40,male,2
10163427,48,male,3
10348770,38,female,2
10249383,47,female,3
10798758,34,male,2
10036519,30,female,1
10139921,48,male,3
10274559,38,male,2
10794091,21,female,1
10034014,32,male,2
10667881,31,male,2
10402151,37,male,2
10057911,40,female,2
10041573,33,female,2
10225896,43,male,3
10853123,28,male,1
10171788,38,male,2
10085069,53,female,3
10682163,36,female,2
10046213,51,male,3
10056246,26,female,1
10634195,30,female,1
10231721,54,female,3
10065716,25,male,1
10058256,34,female,2
10415738,39,female,2
10863222,18,male,0
10046834,27,male,1
10128897,41,male,3
10202914,54,male,3
10448487,46,male,3
10400109,24,male,1
10440757,38,male,2
10073907,36,female,2
10042545,24,female,1
10496627,30,male,1
10011901,45,female,3
10157124,34,male,2
10795416,26,male,1
10005175,31,female,2
10383151,23,male,1
10836691,27,female,1
10039858,29,female,1
10652455,24,male,1
10162651,36,male,2
10026112,29,male,1
10294352,32,male,2
10133098,36,male,2
10492529,30,female,1
10209961,31,male,2
10241951,39,male,2
10205396,47,male,3
10020801,35,female,2
10029628,32,male,2
10015263,37,female,2
10686643,25,male,1
10020039,19,female,0
10147484,38,male,2
10045761,47,male,3
10125935,35,male,2
10166547,53,male,3
10077065,49,male,3
10649231,39,male,2
10661281,32,male,2
10037344,33,female,2
10032167,24,female,1
10681561,40,female,2
10094662,30,male,1
10007592,32,male,2
10012002,26,female,1
10029897,25,female,1
10576325,22,female,1
10033123,29,male,1
10735528,24,male,1
10526229,34,female,2
10838027,26,male,1
10737660,29,female,1
10475907,37,female,2
10890572,41,female,3
10079177,43,male,3
10423744,38,male,2
10720961,51,male,3
10135471,41,male,3
10568267,25,female,1
10041355,24,female,1
10493565,25,female,1
10166469,44,male,3
10036781,41,male,3
10521192,23,male,1
10122531,52,male,3
10084996,24,female,1
10010297,44,female,3
10302887,38,male,2
10049602,34,male,2
10132501,43,male,3
11030013,26,male,1
10447942,50,male,3
10312821,30,female,1
10049813,23,male,1
10224214,45,male,3
10031024,19,female,0
10277645,39,male,2
10077737,32,male,2
10498213,35,female,2
10733824,25,male,1
10291888,47,male,3
10024724,38,female,2
10578612,50,male,3
10651503,41,male,3
10041479,26,female,1
10739350,24,female,1
10082078,44,male,3
10208180,43,male,3
10067004,23,male,1
10054309,36,female,2
10729683,28,male,1
10837670,37,male,2
11076349,20,female,0
10003830,42,male,3
10262914,39,male,2
10394825,37,female,2
10683430,26,male,1
10105767,26,female,1
10155368,41,male,3
10049388,32,male,2
10223269,44,male,3
10200602,26,male,1
10632731,27,male,1
10048172,31,female,2
10066595,36,female,2
10047742,25,male,1
10030139,30,female,1
10183735,39,female,2
10041596,37,female,2
10235420,23,male,1
10104157,45,male,3
10011943,26,female,1
11123469,34,male,2
10059446,42,female,3
10063960,36,male,2
10013029,28,female,1
10726453,40,male,2
10102741,41,female,3
10518587,54,male,3
10090473,28,female,1
10093104,48,male,3
10323712,38,male,2
10033252,48,male,3
10056058,24,female,1
10226228,48,female,3
10363934,33,female,2
10161669,51,male,3
10670103,30,male,1
10042975,39,female,2
10106408,35,male,2
10080567,36,male,2
10214590,47,female,3
10082889,36,female,2
10676979,29,male,1
10413318,48,male,3
10297189,33,female,2
10110275,29,male,1
10082837,24,male,1
10028951,36,male,2
10060399,39,female,2
10155170,54,male,3
10506655,24,female,1
10272748,48,female,3
10242018,27,male,1
10642672,32,female,2
10067013,38,female,2
10271721,26,male,1
10306192,36,male,2
10592077,33,male,2
10038941,31,female,2
10099493,24,male,1
10591490,21,male,1
10159625,49,female,3
10001985,33,male,2
10067926,37,female,2
10235986,36,male,2
10062596,28,female,1
10095763,20,male,0
10810487,18,female,0
10004526,32,female,2
10038947,36,male,2
10587459,28,male,1
10364542,30,male,1
10012659,23,female,1
10024289,21,male,1
10145998,33,male,2
10178553,32,male,2
10186181,40,female,2
10265003,32,female,2
10061812,24,male,1
10934036,41,male,3
10942215,46,male,3
10023790,24,female,1
10365486,34,female,2
10025909,27,female,1
10029924,39,male,2
10129260,48,male,3
10134428,40,male,2
10131909,35,male,2
10014392,25,female,1
10242462,48,female,3
10202406,38,male,2
10159602,50,male,3
10190413,45,male,3
10059367,20,female,0
10067412,38,female,2
10257252,34,male,2
10065476,33,male,2
10009749,43,female,3
10674121,26,male,1
10091348,22,female,1
10053868,43,female,3
10363957,27,female,1
10021065,26,female,1
10660318,21,male,1
10552758,37,male,2
10591889,37,female,2
10582803,49,female,3
11045969,34,female,2
10038999,39,female,2
10757431,24,male,1
10308466,32,female,2
10016014,29,female,1
10065707,27,female,1
10265655,22,female,1
10666124,35,female,2
10320150,40,female,2
11110281,36,female,2
10121588,41,male,3
10033257,21,female,1
10133166,37,female,2
10284417,36,female,2
10057368,42,female,3
10012214,38,female,2
10421948,19,female,0
10226659,25,male,1
10045441,33,male,2
10020922,38,female,2
10190634,27,male,1
10195149,24,male,1
10171274,52,male,3
10141564,34,male,2
10001329,31,male,2
10006405,31,male,2
10846212,33,male,2
10031556,30,female,1
10090432,25,male,1
10729812,29,male,1
10344631,22,female,1
10395207,46,female,3
10115055,20,male,0
10440487,22,female,1
10376602,45,male,3
10952999,24,male,1
10311738,28,female,1
10207132,44,male,3
10383233,23,male,1
10088086,51,female,3
10025145,25,female,1
10727116,30,female,1
10072744,30,male,1
10956591,16,male,0
10018254,35,female,2
10128452,46,male,3
10023675,20,female,0
10138706,48,female,3
11101169,15,male,0
10027918,26,female,1
10032704,27,female,1
10103160,46,female,3
10077363,26,female,1
10293854,20,female,0
10155318,39,male,2
10041425,27,female,1
10238649,45,male,3
10074740,26,female,1
10666956,43,female,3
10024116,46,female,3
10091153,24,female,1
10026952,38,female,2
10682022,25,female,1
10090998,26,male,1
10016511,39,female,2
10066147,24,female,1
10160760,35,male,2
10050697,36,female,2
10050285,47,female,3
10732648,40,female,2
10684097,25,female,1
10197790,42,male,3
10043803,32,female,2
10031837,21,female,1
10067222,44,female,3
10180412,31,female,2
10032815,44,female,3
10043538,24,female,1
11069743,42,female,3
10797867,29,male,1
10456805,13,male,0
11119207,25,male,1
10130087,35,male,2
10288889,36,male,2
10003246,35,female,2
10005497,33,male,2
10079386,24,female,1
10414421,21,female,1
10127415,22,female,1
10392931,27,female,1
10042480,38,female,2
10282524,19,female,0
10010972,42,female,3
10060238,29,female,1
10649087,53,male,3
10018514,32,male,2
10080543,29,male,1
10105463,42,male,3
10125793,30,male,1
10392971,46,female,3
10415907,39,female,2
10047551,40,female,2
10040214,25,female,1
10027278,25,male,1
10329198,23,female,1
10056881,23,female,1
10570860,43,female,3
10063923,20,male,0
10251075,43,female,3
10679423,29,male,1
10195743,33,male,2
10387570,22,female,1
10706965,39,male,2
10068130,25,male,1
10041931,40,female,2
10039946,36,female,2
10099589,28,female,1
10100285,24,male,1
10635651,50,male,3
10086214,41,female,3
10636107,36,female,2
10057934,30,female,1
10535809,26,female,1
10657786,27,male,1
10032088,24,male,1
10089633,43,female,3
10104863,41,male,3
10187507,41,female,3
10127280,51,male,3
10474402,39,male,2
10051879,25,female,1
10756008,53,male,3
10485594,20,male,0
10452045,37,male,2
10861670,31,male,2
10173391,38,male,2
10879093,34,male,2
10800954,39,female,2
10172435,51,male,3
10142799,38,male,2
10071780,28,female,1
10313135,38,male,2
10895679,38,male,2
10385300,17,male,0
10051793,24,male,1
10636389,35,female,2
10296173,20,female,0
10019689,32,male,2
10006849,24,female,1
10767404,39,male,2
10044831,21,female,1
10093101,34,female,2
10041785,32,female,2
10236251,19,female,0
10078758,34,female,2
10002667,24,female,1
10273966,38,male,2
10463534,11,female,0
10161073,37,male,2
10562036,29,male,1
10121021,28,female,1
10000032,42,male,3
10143470,43,male,3
10381206,23,female,1
10133728,47,male,3
10066539,24,female,1
10035022,33,female,2
10080700,32,female,2
10051250,28,female,1
10017824,26,female,1
10162470,22,female,1
10092576,38,male,2
10194110,44,male,3
10138590,44,male,3
10413423,48,male,3
10447878,43,female,3
10601942,38,female,2
10039714,27,female,1
10026018,23,female,1
10020925,39,female,2
10230514,38,male,2
10142106,37,male,2
11093287,36,female,2
10662848,28,male,1
10387925,25,male,1
10165568,52,male,3
10096192,30,female,1
10140153,54,male,3
10033004,31,female,2
10890310,35,male,2
10677836,23,male,1
10044976,40,female,2
10351139,31,male,2
10037151,37,female,2
10042200,40,female,2
10030651,29,male,1
10063970,43,male,3
10417636,44,female,3
10046426,32,male,2
10021170,36,female,2
10337476,29,female,1
10381442,46,female,3
10069772,30,female,1
10307301,40,female,2
10580785,32,female,2
10053326,29,female,1
10071550,23,female,1
10096783,29,male,1
10046099,30,female,1
10370929,32,female,2
10047592,21,female,1
10634460,48,female,3
10958751,42,male,3
10628715,47,female,3
10003991,33,female,2
10075111,23,female,1
10199817,29,male,1
10131709,42,male,3
10935722,14,male,0
10062869,35,female,2
10028932,29,female,1
10897771,21,female,1
10126204,44,male,3
10680983,34,male,2
10109641,26,male,1
10670280,19,female,0
10140476,33,female,2
10240283,28,male,1
10364708,36,male,2
10651562,41,male,3
10017839,31,female,2
10143630,24,male,1
10316561,33,female,2
10540981,21,female,1
10000544,38,male,2
10739283,33,male,2
10159735,32,male,2
10285776,29,male,1
10524974,33,male,2
10215175,43,male,3
10929085,22,female,1
10729695,27,female,1
10016799,36,female,2
10026214,34,male,2
10013138,28,female,1
10021783,32,female,2
10352393,40,female,2
10006562,53,male,3
10202866,46,female,3
10064072,33,female,2
10144267,41,male,3
10081526,34,male,2
10028052,34,male,2
10044624,23,female,1
11093065,48,female,3
10726193,28,male,1
10859421,28,female,1
10667367,35,male,2
10636162,33,male,2
10025970,37,male,2
10674969,25,male,1
10800758,33,female,2
10108920,36,female,2
10107522,22,female,1
10381214,25,male,1
10071435,36,female,2
10098088,24,female,1
10106714,33,male,2
10088542,37,female,2
10229242,25,male,1
10033941,38,female,2
10018561,29,female,1
10008058,28,female,1
10175891,27,male,1
10287983,21,female,1
10089545,24,female,1
10042966,44,female,3
10219716,37,male,2
10096080,23,female,1
10422142,45,female,3
10049139,35,male,2
10099323,29,female,1
10043344,33,female,2
10004306,41,male,3
10045137,24,male,1
10682424,26,female,1
10721345,21,male,1
10038232,45,female,3
10134198,46,male,3
10148012,23,female,1
10058544,23,female,1
10656208,40,male,2
10686779,25,male,1
10855489,38,male,2
10573332,35,male,2
10710068,24,male,1
10154635,39,male,2
10659903,32,male,2
10652362,48,male,3
10080699,39,female,2
10907509,37,male,2
10128170,46,male,3
10061533,32,female,2
10594173,46,male,3
10839232,44,male,3
10076155,35,male,2
10202336,35,male,2
10218195,34,male,2
10014866,34,female,2
10038353,23,female,1
10044654,23,female,1
10156066,33,male,2
10009214,35,female,2
10161751,35,male,2
10345608,21,female,1
10250827,50,female,3
10374066,39,female,2
11109753,41,male,3
11052505,32,female,2
10098493,25,male,1
10063765,23,female,1
10811291,24,male,1
10022281,25,female,1
10371834,36,male,2
10594157,22,male,1
10538066,30,female,1
11110155,35,male,2
10063609,28,female,1
10349412,47,female,3
10865730,24,male,1
10381705,26,male,1
10250706,46,male,3
10880864,36,female,2
10034268,26,male,1
10582357,24,female,1
10836132,20,male,0
10305965,24,female,1
10111136,27,male,1
10179504,21,male,1
10354810,54,female,3
10002820,35,male,2
10055753,31,female,2
10143587,36,female,2
10635997,54,female,3
10017908,46,male,3
10060076,42,male,3
10079891,25,female,1
10633078,38,male,2
10056165,26,female,1
10061388,43,male,3
10035085,23,female,1
10062581,26,female,1
10495845,44,male,3
10581887,35,male,2
10296923,39,female,2
10240398,30,female,1
10026953,23,female,1
10418483,50,male,3
10701178,21,male,1
11046313,24,male,1
10036837,34,male,2
10049453,54,male,3
10446064,48,female,3
10049764,22,female,1
10152556,37,male,2
10659453,35,male,2
10030536,24,female,1
10029277,33,female,2
10102659,33,female,2
10590843,38,female,2
10081252,30,female,1
10455564,34,female,2
10835258,37,female,2
10343696,36,female,2
10068760,26,female,1
10716331,27,male,1
10645576,40,female,2
10058600,41,female,3
10023807,47,female,3
10411983,24,female,1
10720438,31,male,2
10068881,32,female,2
10047967,37,female,2
10584539,51,male,3
10946753,33,male,2
10619572,43,male,3
10085909,40,male,2
10185478,48,male,3
11080279,29,male,1
10381285,21,male,1
10678273,31,female,2
10182512,53,male,3
10029505,19,female,0
10002938,23,male,1
10552148,30,male,1
10197535,41,female,3
10058628,45,male,3
11079984,39,female,2
10054600,34,male,2
10002701,38,female,2
10535664,40,female,2
10106068,25,male,1
10038572,25,female,1
10380159,25,female,1
10091772,42,female,3
10062234,24,female,1
10503607,18,female,0
10096440,30,female,1
10040168,21,female,1
10171640,33,male,2
10601045,21,female,1
10478680,48,male,3
10672059,24,male,1
10063188,36,female,2
10126173,36,male,2
10342438,39,male,2
11109703,23,female,1
10855664,36,male,2
10255087,36,male,2
10779723,41,female,3
10374128,23,male,1
10476391,27,female,1
10020983,38,female,2
10259728,36,male,2
10314474,39,male,2
10163610,47,male,3
10943092,36,male,2
10023651,24,female,1
10021904,25,female,1
10076985,30,female,1
10028045,48,female,3
10001812,38,male,2
10044529,39,female,2
10186900,46,female,3
10039663,25,female,1
10929498,24,male,1
11128952,45,female,3
10785640,29,female,1
10165196,48,male,3
10039410,30,female,1
10172552,46,male,3
10197176,40,male,2
10158438,48,male,3
10053874,35,female,2
10025005,27,female,1
10496358,34,female,2
10561192,28,female,1
10021990,29,female,1
10184384,46,male,3
10062202,22,female,1
10612907,36,female,2
10017387,31,female,2
10528081,24,male,1
10038269,38,male,2
10040202,30,female,1
10181593,44,male,3
10685615,31,male,2
10380740,45,female,3
10170968,40,male,2
10013120,28,female,1
10004270,35,male,2
10058284,30,female,1
10031245,37,male,2
10022923,26,male,1
10258187,33,male,2
10024170,25,female,1
10018135,32,female,2
10941584,37,female,2
10139652,34,male,2
10014200,35,female,2
10005841,32,female,2
10085981,20,female,0
10394988,24,female,1
10674461,30,female,1
10039847,24,male,1
10035641,21,female,1
10320921,41,female,3
10246623,20,female,0
10076499,27,female,1
10363962,51,male,3
10652193,29,male,1
11110646,36,male,2
11100949,19,female,0
10037237,24,female,1
11087571,28,male,1
10850444,36,female,2
10671450,41,male,3
10010490,31,female,2
10207101,18,male,0
10083298,31,female,2
10092957,19,female,0
10653524,48,female,3
10814309,25,female,1
10188009,47,male,3
10247545,43,female,3
10647026,23,female,1
10488098,26,female,1
10842349,24,male,1
10068613,31,female,2
10160495,50,male,3
10070244,28,male,1
10265762,43,female,3
10097275,36,female,2
10909412,21,male,1
10137150,51,male,3
10375250,39,female,2
10072785,39,female,2
10242870,50,male,3
10360704,24,male,1
10031945,27,female,1
10184875,40,male,2
10067971,19,female,0
10323620,33,male,2
10143013,36,female,2
10740226,30,male,1
10198075,46,male,3
10122953,40,male,2
10045786,28,female,1
10045194,35,female,2
10895388,38,female,2
10131637,32,male,2
10101206,36,male,2
10074462,39,female,2
10671666,27,female,1
10812025,26,male,1
10085746,51,male,3
10031341,37,female,2
10040026,30,female,1
10833836,27,female,1
10661233,34,male,2
10092748,45,male,3
10675584,24,male,1
10070514,46,male,3
10665003,41,female,3
10064028,38,male,2
10065597,25,male,1
10043597,23,female,1
10854276,36,male,2
10812498,38,male,2
10065445,35,male,2
10733190,33,male,2
10628122,50,female,3
10082370,38,female,2
10110349,48,male,3
10031192,27,female,1
10029102,34,female,2
10188587,38,male,2
10653219,39,male,2
10162516,51,female,3
10300607,23,female,1
10282497,32,male,2
10234402,48,male,3
10402768,25,female,1
10002071,34,male,2
10705994,41,male,3
10213689,30,female,1
10444650,40,male,2
10016192,27,female,1
10447519,39,male,2
10023938,30,female,1
10781735,27,male,1
10079166,24,female,1
10675753,48,male,3
10202538,50,male,3
10591685,52,male,3
10234346,42,male,3
10044386,42,female,3
10015096,38,female,2
10627965,12,female,0
10797840,39,male,2
10249231,22,male,1
10092087,29,male,1
10198756,40,male,2
10125062,37,male,2
10058302,34,female,2
10024672,34,male,2
10068470,25,male,1
10183578,47,male,3
10112356,25,female,1
10086243,23,female,1
10448377,51,male,3
10527539,20,male,0
10078673,20,female,0
10027335,30,female,1
10025033,32,female,2
10136242,46,male,3
10015108,44,female,3
10879846,25,male,1
10940619,43,male,3
10193138,44,male,3
10895020,28,female,1
10041024,24,female,1
10012702,28,female,1
10057116,38,male,2
10173014,32,female,2
10947904,34,male,2
10870326,34,male,2
10191656,52,male,3
10795463,32,male,2
10066390,25,female,1
10826177,39,female,2
10023972,35,male,2
10035340,23,female,1
10055855,24,female,1
10066566,49,female,3
10179877,26,female,1
10100643,35,female,2
10224895,46,female,3
10004656,34,male,2
10381783,35,female,2
11116850,35,female,2
10070067,38,female,2
10070561,21,female,1
10076581,32,female,2
11072146,21,female,1
10009831,37,male,2
10202940,50,female,3
10085162,42,female,3
10181026,51,male,3
10057768,35,female,2
11099306,31,male,2
10837898,39,female,2
10253058,34,female,2
10455741,23,male,1
10021691,29,female,1
10027257,47,female,3
10772221,41,male,3
10018721,32,female,2
10059420,43,female,3
10182855,24,male,1
10175420,54,male,3
10052229,28,female,1
10024273,36,female,2
10084222,36,female,2
10010243,29,male,1
10898712,34,male,2
10065184,22,female,1
10243512,26,male,1
10022682,41,female,3
10102734,32,female,2
10162573,49,male,3
10214801,48,male,3
10137845,39,male,2
10496915,47,male,3
10686302,35,female,2
10679131,26,male,1
10246389,36,female,2
11136790,39,male,2
10651115,49,male,3
10672222,22,male,1
10106342,33,female,2
10001663,44,male,3
10004348,51,male,3
10081465,36,female,2
10092572,35,female,2
10088863,42,female,3
10530730,33,male,2
10053792,22,female,1
10368333,25,female,1
10714972,30,male,1
10210776,39,male,2
10090090,36,female,2
10067165,32,female,2
10079415,35,male,2
10174648,41,male,3
10034840,24,female,1
10057194,38,female,2
10591916,22,male,1
10078708,29,female,1
10025882,48,female,3
10251649,21,female,1
10019325,31,female,2
10015324,41,female,3
10680642,34,male,2
10007989,40,female,2
10054304,40,male,2
10193331,50,female,3
10468363,27,male,1
10091397,23,female,1
10681809,32,male,2
10032306,25,male,1
10645847,53,male,3
10446521,50,female,3
10477885,31,female,2
10807464,31,male,2
10023589,44,female,3
10051095,27,female,1
10380457,54,male,3
10074861,38,male,2
10180742,36,male,2
10072686,41,female,3
10162322,43,male,3
10477091,31,female,2
10101071,38,female,2
10889490,35,female,2
10798656,35,female,2
10273513,36,male,2
10422858,34,male,2
10292449,31,male,2
10424748,33,male,2
10677259,24,male,1
10538577,25,male,1
10018376,29,female,1
10957516,34,male,2
10661006,38,female,2
10852528,38,male,2
10081852,33,male,2
10200425,42,male,3
10044102,36,female,2
10040505,24,male,1
10669305,32,female,2
10051715,30,female,1
10023820,27,female,1
10273172,39,female,2
10496203,24,male,1
10899187,21,male,1
10458590,36,female,2
10022391,30,female,1
10922270,53,male,3
10264341,31,male,2
10364759,26,female,1
10022785,34,male,2
10071860,34,female,2
10096929,29,female,1
10043566,24,male,1
10001060,42,male,3
10015992,24,female,1
10769811,28,male,1
10395286,25,female,1
10207346,40,male,2
10207638,25,male,1
10144115,44,male,3
10405115,34,female,2
10252649,38,male,2
10946101,41,male,3
10330555,13,male,0
10000150,52,male,3
11102333,24,male,1
10196897,49,female,3
10881058,23,male,1
10871804,23,female,1
10018198,26,female,1
10146524,53,male,3
10790964,36,female,2
10679011,32,female,2
10041103,41,female,3
10084542,39,male,2
10850238,45,male,3
10014350,24,female,1
10201265,25,male,1
10654849,50,male,3
10367037,48,female,3
10071265,27,male,1
10772511,21,female,1
10083037,30,female,1
10043045,27,female,1
10572641,35,female,2
10107352,22,male,1
10835920,24,male,1
10005287,32,female,2
10012898,40,female,2
10024802,25,female,1
10688964,41,male,3
10204867,36,male,2
10239485,26,female,1
10682913,25,female,1
10160578,35,male,2
10228211,38,male,2
10423694,40,male,2
10933093,49,male,3
10232404,24,male,1
10882862,39,male,2
10016844,36,female,2
10379439,42,male,3
10584652,34,male,2
10197446,38,female,2
10168579,26,female,1
10012890,47,female,3
10461580,31,male,2
10259917,36,male,2
10418648,39,male,2
10302364,41,male,3
11080027,33,female,2
10570944,43,male,3
10180565,44,male,3
10045622,29,female,1
10190612,41,male,3
10060198,36,female,2
10834726,23,male,1
10051321,38,female,2
10052042,23,female,1
10347280,39,male,2
10417588,43,male,3
10898723,30,male,1
10053878,27,female,1
10478829,46,male,3
10366653,37,male,2
10036553,26,female,1
10092080,35,male,2
10025641,30,female,1
10737490,32,female,2
10269369,22,female,1
10925859,20,male,0
10010857,28,female,1
11117095,26,female,1
10876163,36,male,2
10036986,41,female,3
10419109,54,male,3
10219934,36,male,2
10201038,35,male,2
10366017,49,male,3
10952234,24,female,1
10031194,31,male,2
10006698,35,male,2
11115712,35,female,2
10202306,52,male,3
10067527,23,female,1
10109983,29,male,1
10138598,34,male,2
10024893,26,female,1
10046958,35,female,2
10044047,39,female,2
10028123,20,female,0
10028736,25,female,1
10104619,30,female,1
10002504,32,male,2
10000533,40,female,2
10025742,43,female,3
10030888,34,male,2
10655291,52,male,3
10374718,26,male,1
10088948,23,female,1
10671076,19,male,0
10083096,22,female,1
10080331,42,female,3
10207475,47,male,3
10031016,23,male,1
10187629,50,male,3
10102845,38,female,2
10268853,22,male,1
10098707,29,female,1
10095788,24,female,1
10291124,32,female,2
10427357,34,female,2
10346351,31,male,2
10000202,42,female,3
10287370,32,male,2
10010219,50,male,3
10012994,33,female,2
10158233,38,female,2
10008763,37,female,2
10062777,24,female,1
10092934,30,female,1
10011163,37,female,2
10106023,34,female,2
10461959,39,female,2
10531378,34,female,2
10013287,42,female,3
10259375,36,male,2
10579438,35,female,2
10094070,34,male,2
10435756,41,female,3
10159067,53,male,3
10155812,46,male,3
10100206,25,female,1
10101307,52,male,3
10106813,32,male,2
10445544,38,male,2
10190345,48,male,3
10001365,42,male,3
10396768,48,male,3
10029266,30,male,1
10628335,46,female,3
10107026,25,male,1
10149261,35,male,2
10058501,25,female,1
10538409,25,male,1
10803377,37,male,2
10153347,35,male,2
10623775,40,male,2
10107441,22,female,1
10041779,42,male,3
10039250,26,female,1
10057384,28,female,1
10336886,33,male,2
10194876,23,female,1
10105120,20,female,0
10014238,28,female,1
10381528,41,female,3
10038964,27,female,1
10929404,33,male,2
10376682,24,male,1
10060447,45,male,3
10082008,24,male,1
10048623,31,male,2
10682462,25,female,1
10319209,42,male,3
10106219,48,female,3
10284654,21,female,1
10010381,52,male,3
10053106,29,female,1
10124105,39,male,2
10727421,27,male,1
10022544,28,male,1
10301471,40,male,2
10397105,41,female,3
10395171,25,female,1
10426919,44,female,3
10537943,25,male,1
10856786,25,male,1
10926304,22,female,1
10094360,19,female,0
10494024,26,male,1
10002027,34,male,2
10209930,32,male,2
10040757,24,female,1
10934485,32,male,2
10036759,25,male,1
10105032,18,male,0
10053560,36,male,2
10190677,47,male,3
10023144,35,female,2
10381006,32,male,2
10007559,25,male,1
10330301,41,male,3
10691765,24,male,1
10706788,48,female,3
10374039,26,female,1
10105805,31,male,2
10034181,30,female,1
10196657,22,female,1
10043020,49,female,3
10417788,44,male,3
10639336,27,female,1
10019662,25,female,1
10074118,32,female,2
10361083,52,male,3
10195189,43,female,3
10019169,24,female,1
10373456,20,male,0
10364538,25,female,1
10626644,50,male,3
10012330,27,female,1
10229032,31,male,2
10926631,34,female,2
10003067,34,male,2
11109419,35,male,2
10049702,30,male,1
10071190,39,male,2
10030407,24,female,1
10054765,38,female,2
10268470,33,male,2
10017506,37,female,2
10077125,35,male,2
10263780,26,male,1
10110047,37,male,2
10089318,30,female,1
10684830,27,male,1
10028272,25,female,1
10862429,29,male,1
10080124,35,female,2
10094429,37,female,2
10668982,40,female,2
10076449,26,male,1
10061732,22,female,1
10374948,36,female,2
10073848,26,male,1
10279056,42,female,3
10107093,49,female,3
10842103,25,male,1
10130637,51,male,3
10929847,44,male,3
10045778,49,female,3
10088201,24,female,1
10154192,45,male,3
10262597,33,female,2
10178219,43,male,3
10161765,46,male,3
11080520,30,female,1
10084831,35,female,2
10011976,26,female,1
10949755,48,female,3
10028389,24,female,1
10861308,31,female,2
10104007,23,female,1
10416251,35,male,2
10211812,19,male,0
10517167,35,male,2
10387055,27,female,1
10027195,22,female,1
10004914,41,male,3
10219944,46,female,3
10288152,33,male,2
10929284,21,female,1
10409598,25,male,1
10030362,27,female,1
10010951,24,female,1
10134077,44,male,3
10424842,34,female,2
10878758,41,male,3
10138328,36,male,2
10651078,44,male,3
10144589,53,male,3
10226630,26,female,1
10307607,25,male,1
10078412,27,female,1
11081714,52,female,3
10039125,22,female,1
10019174,39,female,2
10797937,20,male,0
10961750,19,male,0
10099484,32,female,2
10022068,35,female,2
10195841,51,male,3
10125497,40,female,2
10132636,39,male,2
10095310,43,male,3
10873443,40,male,2
10588107,28,male,1
10047371,50,female,3
10028701,25,female,1
10579841,34,female,2
10256459,38,male,2
10122839,48,male,3
10095059,28,female,1
10164264,26,female,1
10596717,19,male,0
10082758,24,female,1
10069077,31,female,2
10068974,45,male,3
11046721,24,female,1
10517109,44,male,3
10025237,34,female,2
10381951,29,male,1
10098963,24,female,1
10377948,22,female,1
10143867,28,male,1
10027830,25,female,1
10202248,24,female,1
10120307,43,male,3
10440865,46,female,3
10061925,27,female,1
10051086,40,female,2
10134566,46,male,3
10571622,49,female,3
10581144,44,male,3
10016419,24,female,1
10031294,28,female,1
10487217,33,female,2
10086574,37,female,2
10460904,20,male,0
10251049,54,male,3
10075786,25,female,1
10296852,40,male,2
10039551,29,female,1
10651720,43,male,3
10423987,40,male,2
11056541,51,female,3
10032128,24,female,1
10133989,47,male,3
10044404,41,female,3
10098487,36,female,2
10204924,36,male,2
10626481,33,male,2
10685731,26,female,1
10395333,31,male,2
10003643,26,male,1
10751530,50,male,3
10223240,51,male,3
10656939,25,male,1
10008565,36,male,2
10031647,31,female,2
10559974,30,female,1
10399446,13,male,0
10038102,27,female,1
10302947,43,female,3
10002966,26,female,1
10595138,33,female,2
11091635,49,male,3
10347400,36,male,2
10001268,45,female,3
10063012,22,female,1
10008073,26,female,1
10332011,36,female,2
10251002,40,female,2
10739995,37,female,2
10653589,25,female,1
10266829,39,male,2
10042543,28,male,1
11112905,32,male,2
10103360,33,male,2
10060157,23,female,1
10100484,29,male,1
10268180,38,male,2
10009386,32,male,2
10049415,23,female,1
10010007,39,male,2
